 __label__8, 人 狼 なんて いる わけ ない じゃん 。 みんな 大げさ だ なあ 
 __label__6, 仮 決定 【 ▼ ペーター ● オットー 】 吊り 方針 希望 は 以下 の 通り 。 ワシ の 意見 は >> 348 [ 服 ] で >> 333 [ 樵 ]。 本当は 灰 を 吊り たい 。 占い 希望 は 投票 数 上 変わる か も 知ら ん 。 回避 は 無し で 頼む 。 発表 順 は [ ヨアヒム → パメラ → カタリナ ] 下 は 吊り 方針 希望 表 。 羊 服 屋 娘 青 旅 年 書 神 樵 兵 | 老 | 書 者 霊 寡寡 霊 灰 能 霊 霊 霊 霊 霊 | 灰 | 
 __label__7, 上 から 占い 先 、 霊 吊り 先 、 灰 吊り 先 に なる 。 占 | 旅 屋 神 樵 兵 ＿| 羊 服 娘 青年 書 者 老 壱 | 屋 兵 服 屋 神 ＿| 弐 | 服 者 書 ＿ 書 服 | 
 __label__7, 霊 | 旅 兵書 年 樵 神 | 屋 羊 服 娘 青 者 老 壱 | 年年 羊 羊 年 羊 | 灰 | 屋 樵 兵 | 旅 書 年 神 羊 服 娘 青 者 老 壱 | 樵 神 服 | 弐 |＿ 書 書 | 
 __label__9, 【 仮 決定 了解 。 反対 なし 。 】 ・ ・ ・ まあ 、 狂人 で あろ う 奴 に 縄 を 使う の は もったいない し 、 ひょっとしたら 真 かも しれ ない から アレ な ん だ が ・ ・ ・ 悩ん で い て も 仕方 ない わ な 。 襲撃 先 から も 見え て くる こと は ある だろ う し 、 明日 の 結果 を 見 て 色々 と じっくり 考え て いき たい ところ だ 。 ・ ・ ・ その 前 に まずは 発言 が 伸びる こと を 願う が 。 
 __label__9, 【 仮 決定 は 承諾 し かね ます 】 間に合わ なかっ た という やつ です か … orz 　 ごめんなさい 。 でも 書い た ところ まで 良かっ たら 読ん で ください 。 [ 屋 ] 少し 引い た ところ が あっ て ステルス を 疑っ た の です が 、 初日 から その 行動 が 一貫 し て 、 彼 の 「 遠慮 」 がち な 性格 から き て いる の で は ない か と 感じ ます 。 具体 的 な 理由 を 後で 400 字 ほど 使っ て 言い ます ので 、 今日 は ● ▼ 先 に し ない で ください 。 すみません 、 こんな 理由 で ( 笑 )[ 兵 ] 発言 で 
 __label__1, モーリッツ ＞ あせっ て ロラ する 必要 も 無い の か ？ この 編成 って 慣れ て 無い から な … 先 の 展開 が いまいち 解らん 。 灰 吊り で も 俺 は かまわ ん が … 今日 は ロラ より 思考 だっ た んで … 【 本 決定 で 灰 吊り で も 俺 は 反対 し ない 】 
 __label__1, [ 兵 ] 発言 できる 能力 を 感じる のに 、 なんだか とっても ステルス 感 漂い ます 。 [ 書 ・ 服 ] どちら か に 狼 が い て も おかしく ない と は 思っ て ます 。 結局 希望 は … ● 兵 ○ 神 ▼ 書 ▽ 服 
 __label__5, 断固 、 霊 ロラ 反対 です ！ 本日 能力 者 ロラ を 決行 し たく ない 理由 に は やはり 吊手 が 足り ない から です 。 真 真 狂 狼 だっ た 場合 、 能力 者 ロラ し て 残り ２ 吊 で ２ 狼 退治 できる でしょ う か ？ 本日 灰 吊 灰 占 すれ ば 、 狼 が 能力 者 破壊 を 狙っ て くる 可能 性 が ある でしょ う 。 厳しい こと 言っ て 申し訳 ない です が 、 発言 から 真贋 拾い 辛い 能力 者 に 吊 縄 を 割く より は 、 狼 さん に 能力 者 ロラ を 手伝っ て 貰っ た 方 が 効率 的 です 。 
 __label__9, >> 358 あー ・ ・・ディーター が 俺 の 言い たかっ た こと （ でも 言え なかっ た こと ） 言っ て くれ てる ・ ・ ・ うん 、 確か に それ 俺 も 思っ た ん だ よ な 。 ただ なん つ ー か 、 ここ は セオリー 通り に 進め た 方 が いい の か なー とか 思っ たり なん なり 。 あと 、 下手 し たら 後々 能力 者 の 決め 打ち が どうしても 必要 に なり そう だっ た から な ・ ・ ・ まあ 俺 は 断固 霊 ロラ 反対 って ほど で は ない ん だ が 。 
 __label__5, 【 仮 決定 反対 。 】 私 占い は 私 に も 責任 が ある ので 仕方 ない に し て も 霊 ロラ は 納得 いき ませ ん 。 両 ロラ する つもり な ん です か ？ ディーター も 言っ て ます が 皆 年 狂 を 分かっ て おき ながら 霊 ロラ とか どう み て も 狼 の 思う 壺 です ！ それで 霊 ロラ し て 、 占い は 放置 する ん です か ？ それとも 占い も ロラ ？ 訳 が 分かり ませ ん 、 どう み て も 狼 票 入っ て ます よ ！ まとめ の モーリッツ さん も もう一度 ちゃんと 考え て ほしい です ！ ！ 今日 は 灰 吊 灰 占 す べき です よ ！ 
 __label__6, 遅く なっ て すみません 。 間にあっ て ない です が とりあえず 希望 だけ 書き ます 。 ▼ 服 　 ● 兵 理由 は 今 から 書き ます 。 慌ただしく て すみません 。 
 __label__9, 【 仮 決定 よく わかん ない です 】 「 モーリッツ の 意見 」 の 意味 が わかん ない 。 ローラー は あり だ と は 思う けど 。 そもそも 霊 能 者 襲撃 って 来る の か ね ？ 灰 考察 クララ ： 寡黙 。 よく わかん ない 。 トーマス ： >> 94 は 意識 し すぎ じゃ ない か な 。 >> 184 は どういう 意図 な の か わかん ない 。 言いがかり っぽい けど >> 159 とか 考え られる の に >> 184 で は どう な ん だろ う 。 総じて 占わ れ たく ない 雰囲気 が する 。 
 __label__6, ディーター の 言う こと も 一理 ある と 思う けど 、 やっぱり 今日 は ▼ 年 ▽ 羊 か なぁ … ● 服 ○ 者 。 寡黙 な の は 単に 白 だ から な の か そう じゃ ない の か 、 どちら か 片方 は はっきり さ せ て しまい たい わ 。 ごめんなさい 、 ちょっと 外す わ 。 更新 まで に は 戻り ます 。 
 __label__5, ちょっと 俺 の 言っ てる こと 優柔不断 だ なー 。 まあ 、 まとめる と 「 今日 は 灰 吊り し て 襲撃 筋 見 て み たい けど 、 最終 的 に 能力 者 決め 打ち で 負け たら どう する か なー 」 とか 思っ て た だけ な ん だ が 。 ・ ・ ・ しかし 、 オットー と ディーター を 見 てる と そんな 最終 日 決め 打ち 合戦 を 心配 する 必要 ない 気 も し て き た 。 ・ ・ ・ いや 、 これ 俺 言いくるめ られ てる か ？ 
 __label__9, ☆ 者 >> 329 ごめんなさい 、 微妙 な 感じ に なっ た って 言い たかっ た ん です 。 仮 決定 付近 で は やはり 、 私 と 老 に 票 が 集まっ てる の が 気 に なり まし た 。 老 は 私 も 占い たい と 言っ た から に し て も 、 私 占い は 正直 な ところ 予想 外 でし た し 、 ここ まで 集まる と やはり 狼 票 も 集まっ て いる の で は ？ と 思わ ざる を 得 ませ ん でし た 。 今 は 喉 の 関係 で 割愛 し ます が 、 初日 の 投票 結果 は かなり 興味深い もの だっ た か と 。 【 本 決定 も 霊 ロラ なら 断固 反対 。 】 ＠ ０ 
 __label__9, >> 360 屋 が 代弁 し て くれ て ます ( 泣 ) 本当に 、 年 狂 拾っ て おき ながら 霊 ロラ とか … 。 村 側 として の ▼ 年 の 心境 は 分かり ます 。 が 、 狼 票 入っ てる の も ある と 思い ます 。 ● 屋 も 反対 です 。 ので 、 私 なり の 考察 落とし ます 。 
 __label__1, トーマス ＞ 俺 も 二 人 の 意見 に 動かさ れ てる 。 俺 も 先 の 展開 も 読ま ない で 安易 に 霊 ロラ とか 言っ てる し ｗ 
 __label__7, 娘 >> 363 者 は 寡黙 じゃ ない よ な ？ 俺 の 中 で は かなり 白 より なん だ が … 第 二 希望 は 間違い か ？ 
 __label__9, ・ ・ ・ うーん 、 発言 が 増え たら 増え た で 今度 は 俺 が 揺らぐ 揺らぐ ・ ・ ・ 安全 策 という か 、 セオリー に 従う なら 霊 ロラ 。 しかし ここ は あえて 灰 を 吊る こと によって 向こう の 動き を みる という の も また 一考 。 失敗 し たら 能力 者 決め 打ち に なる の が なー 。 しかし 、 結局 最終 日 灰 の 殴り合い も 似 た よう な もの か ・ ・ ・ ？>> 362 どの 辺 が 「 どういう 意図 な の か 分から ない 」 の か 教え て くれ ない か ？ 出来る 限り 質問 に は 答えよ う と 思っ て いる 。 
 __label__9, とりあえず 理由 として は >> 269 で 言っ た よう に 能力 者 ロラ は 間に合わ なく なる と 思う ので 反対 です 。 これ は オト さん が 私 の 言い たかっ た こと を 上手 に 言っ て くれ てる ので そちら に 賛成 という こと です 。 次に 個別 で 、 兵 は 一 日 目 >> 183 の 発言 が やはり 気 に なっ た ため です 。 この 点 に関して は 突っ込も う と も 思っ た ん です が >> 197 で ディタ さん が つっこん で くださっ た ので 黙っ て い まし た 。 正直 私 から 言う の は 対抗 を 貶めよ う と し て い 
 __label__9, る 狼 ( 陣営 ) の よう に とら れ たく なかっ た ので つっこみ づらかっ た の が あり ます 。 >> 322 の ディタ さん へ の 回答 も この よう な こと で いい です か ？ 私 は 占い は スピード も 大事 だ と 思う んで とりあえず 私 が CO し て から ログ 見 に 行く の は どう な ん だろ 、 と 思い まし た 。 ただ 全員 が 同時に 参加 し て いる 感じ で は なかっ た ので スピード だけ に こだわる の も どう か と 思い 、 それ も あっ て つっこみ づらかっ た です 。 服 に関して は 正直 あまり 深い 理由 は な 
 __label__9, い です … 灰 で 寡黙 の 服 書 の どちら か を と 思い 決め まし た 。 ( 時間 も なかっ た ので ) 
 __label__1, [ 屋 ]>> 84 で 霊 CO 回し を 促す 積極 的 な 発言 を し ながら 、 >> 90 で 他者 の 意見 も 伺う 姿勢 を 見せ て い ます 。 しかしながら また >> 100 で 率先 し て 非 霊 CO を し て い ます 。 ここ に 、 「 場 の 流れ を 持っ て いこ う 」 と し ながら 「 目立っ て は いけ ない 」 と する 狼 的 な 印象 を 受け た の です が 、 本日 の >> 279 で 村 構成 を 勘違い し て い た こと が わかり まし た 。 狼 ２ 人 と 考える なら 、 霊 確 する こと を 信じ 行動 し て い て も おかしく あり ませ ん 。 ので 上記 
 __label__5, >> 369 言葉 足らず で ごめん 。 「 まとめ 占い 必須 」 の 意図 か な 。 ジムゾン ： あんまり 狼 探し て 無い 感 が 。 占い 吊り 、 霊 能 吊り 関係 は 独特 。 よく わかん ない けど 。 ★ 占い （ 機能 ） より 霊 能 （ 機能 ） 重視 な の ？ シモン ： この 人 は ジムゾン に ロックオン に なる よう な スキル の よう な 気 が あんまり し ない よう な 。 まあ で も ちゃんと しゃべっ てる し 、 あんまり 違和感 ない 。 
 __label__6, 本 決定 【 ▼ クララ ● エルナ 】 ＠ ５ な ので とりあえず 節約 。 まとめ 表 など は 全部 決まっ て から 再掲 。 本 決定 は 寡黙 吊り 寡黙 占い 。 これ 以上 寡黙 を 残し て も どう しよう も ない という 判断 。 安易 に 寡黙 吊り という 訳 で は なく 、 寡黙 の 判断 に 困っ て いる 上 で 、 これ 以上 議論 し て も 足かせ に なる の は 目 に 見え て いる 。 だっ たら 霊 で 寡黙 の 色 くらい 見定めよ う と 思う 。 >> 362 [ 服 ] 内容 と 発言 の 意味 について は 灰 に 埋まっ てる 。 とりあえず ごめん な さ 
 __label__7, 行動 に 矛盾 は なく 、 且つ 、 積極 性 は ある ものの どこ か 控え目 という 点 は 性格 の よう で 、 発言 に 散見 でき ます 。 また 、 非 狼 と 思う 決定的 な ところ は 、 先日 の 占 決定 周り です 。 老 と 屋 に 票 が 集まっ て い た の です が 、 【 仮 決定 ： 老 】 に対し 、 屋 は 微妙 と し 、 思い直す 風 です 。 占 候補 次点 の 屋 が あの 発言 を さらり と 出し た ところ は 、 白 要素 だ と 思い ます 。 
 __label__9, 【 本 決定 確認 。 反対 は し ない 。 】 ・ ・ ・ ん ー 、 まあ 結果 どう なる か が 分から ん が 、 今 から 心配 し て て も 仕方 ない し な ・ ・ ・ 良い 方 に 動く よう 祈っ とく か 。 
 __label__7, ・ ・ ・ めそ 今日 は ▼ 年 を 希望 しよ う と し た の です が ・ ・ ・ 書 吊り です か ・ ・ ・ ？ 寡黙 吊り ・ ・ ・ ？ 
 __label__9, 【 本 決定 了解 】 モーリッツ ＞ バタ バタ の 中 の 纏め 役 お疲れ様 。 
 __label__9, あー 、 決定 時間 間違え て て た 。 【 本 決定 確認 】 希望 は 灰 なら ▼ クララ ● トーマス 寡黙 吊り ＆ 怪しい ところ 占い ローラー なら ▼ ペーター ● クララ 寡黙 処理 。 ってか 序盤 に 何とか し て おか ない と 後々 困る 。 が 、 本当は すっごく トーマス 占い たい 。 
 __label__5, >> 378 まあ 、 色々 考え た 結果 そう なっ た ん だ し 仕方 ない さ 。 もし おまえ が 真 霊 能 者 で 、 相手 が 偽物 だ から 吊っ て ほしい と 思う ん だっ たら 、 皆 に 「 私 が 本物 です ！ 」 って 精一杯 アピール する こっ た な 。 ・ ・ ・ これ は 、 パメラ 、 ヨアヒム 、 ペーター に も 言える こと だ が 。 あと 、 ご 老人 は まとめ お疲れ様 ＠ ０ 
 __label__9, 間に合っ た 感 ゼロ です … orz が 、 致し方 ない ところ だ と 思い ます 。 です が 、 ここ で 狼 吊れる か どう か 大きい と 思う の です 。 今 エルナ さん の 発言 が 増え て いる ので もう少し 拾わ せ て 考え させ て 頂き たい 。 それから 本 決定 確認 の 意 を 述べ させ て ください 。 
 __label__9, >> 363 あー 間違っ てる … ● 服 ○ 書 って 言い たかっ た の 。 もう 本 決定 は 出 ちゃっ た けど 。 【 本 決定 了解 】 
 __label__7, >> 381 ぶっ ちゃ け 対抗 を 吊っ て ほしい とか いっ て ない です し 、 確定 し なかっ た 霊 なんて クズ です 。 私 は 寡黙 吊り に 吊り 縄 を 回す なら 霊 ロラ を 推し て い た の です が ？ 勘違い し ない で ください 
 __label__5, 発表 順 は 【 ヨアヒム → パメラ → カタリナ → ペーター 】 占い は 昨日 の 逆 で 。 霊 は ペーター が 発表 が 遅れる という の を 考慮 し た 結果 。 >> 378 霊 ロラ 主張 の カタリナ に は 申し訳 ない 。 どの道 霊 を 真 狂 決め 打た ない 限り 、 手 を 付け ない 訳 に は いかん だろ う から 、 明日 以降 に また 主張 し て おくれ 。 
 __label__9, 【 本 決定 了解 】 吊り は ほぼ 希望 通り です 。 あと 発表 順 了解 です 。 ちょっと 見返し たら 自分 の 発言 が よく わから なかっ た ので 追記 です … >> 270 です が 能力 者 ロラ は 反対 で 今日 は 灰 吊り 希望 という こと です 。 そして その 結果 で 明日 以降 占い か 霊 能 の ロラ が 必要 で あれ ば する の も あり だ と 思い ます 。 
 __label__7, 時間 ない わっ ふ ー 。 オットー ： も ー 私 の 灰 考察 は 大体 この 人 の 言う とおり って 感じ で 良い ん じゃ ない か な 、 って ぐらい 灰 へ の イメージ は 同感 。 霊 能 ローラー 反対 は 断固 と し てる ね 。 そう いい たい ほど の ▼ 樵 の 考察 か は 微妙 に 見える けど 。 好 印象 で 、 発言 から 十 分 判断 でき そう 。 ちょっと 白 より 。 
 __label__7, >> 385 ろくすっぽ 考察 でき て ない 私 です から 、 そこ まで 吊り 縄 なんて あわせ ない もん ！ みたい な わがまま は いい ませ ん けど ね 。 議事 録 よん で くる の です 。 
 __label__1, ディーター ： どっか で オットー の 方針 と マ 逆 な こと 言っ て た よう な 。 多分 寡黙 つり の ところ か な 。 だから 仮 決定 後 の 庇い から オットーディーター は 無い か なー みたい な 。 あんまり 白く も 黒く も ない と 思う 。 けど とりあえず は ● は し なく て いい と 思う よ 。 ★>> 357 寡黙 に 狼 が いる って 仮定 は 良く わかん ない けど ざっと 教え て もらえる と 嬉しい な 。 
 __label__9, 遅れ まし た !! まだ ちゃんと 読め て い ませ ん が とりあえず 【 本 決定 了解 】 し まし た 。 今 から 読ん で き ます 。 
 __label__9, 【 本 決定 了解 】 です 。 エルナ さん の 占わ れる 直前 の 灰 考察 、 占 結果 と 合わせ て 考察 さ れ やすい です のに 、 次々 出し ます ね … 。 クララ さん は もう … なんと 言え ば いい か 。 ので 、 本 決 で お願い し ます 。 モリ さん 、 まとめ ありがとう ござい ます 。 
 __label__1, ニコラス ☆>> 275 どう 答えれ ば いい の か 良く わかん ない ん だ けど 。 ★>> 278 村 へ の 協力 姿勢 が 感じ られ ない って どこら へん ？ 適当 でも 良い から 。 あと ニコラス にとって の 協力 姿勢 って ？ こっち も なんとなく で 良い ので 。 なんか ● ジムゾン 希望 出す なら シモン より むしろ ニコラス が 出し そう な 勢い だ よ ね 。 まあ もうちょい しゃべれ そう な 気 は する けど わかん ない 。 ちょっと 黒め か なー ？ 
 __label__1, 霊 能 者 ペーター 君 は なん な ん だろ う ね 。 吊り 希望 やる気 無 さ すぎ 。 霊 能 者 巻き込めれ ば いい やっ て 雰囲気 。 単体 じゃ 狂人 だ と も 思え ない けど ね 。 時間 ない から カタリナ は ロクスポ 読ん で ない けど 「 確定 し ない 霊 能 者 なんて … 」 って 意見 は 特に 真偽 に 影響 し ない と 思う よ と だけ 。 ここ 引っ張っ て なんか 言い そう な 人 い そう だ し 。 
 __label__7, 方針 | 羊 服 屋 娘 青 旅 年 書 神 樵 兵 者 | 書 希望 | 霊 寡寡 霊 灰 能 霊 霊 霊 霊 霊 灰 | 占 | 旅 屋 神 樵 兵 ＿| 者 青 服 | 娘 | 羊 年 書 壱 | 屋 兵 服 屋 神 ＿| 兵 兵 樵 | 服 | 弐 | 服 者 書 ＿ 書 服 | 神 ＿ 書 | 書 | 
 __label__7, 霊 | 旅 兵書 年 樵 神 | 娘 | 羊 服 | 屋 青 者 壱 | 年年 羊 羊 年 羊 | 年 | 年年 | 灰 | 屋 樵 兵 | 者 | 服 | 旅 書 年 神 羊 服 娘 青 壱 | 樵 神 服 | 書 | 書 | 弐 |＿ 書 書 | 服 |＿| 
 __label__5, 【 希望 は 遅れ て も 出し て おい た 方 が よい ぞ 。 】 
 __label__9, すいません 、 時間 が なく て 流し 読み 今日 の 喉 が もったいない ので 回答 >> 343 ごめんなさい 、 ディーター さん の 意図 する 所 が 理解 でき て ない の が 本当 の 所 です 。 
 __label__1, 占い師 自分 で 言う の も なん だ けど パメラ は 寡黙 の もう 片方 は どう する つもり な の か 。 CO 遅れ た の も ペーター 寡黙 に 機械 的 に 挙げ てる の も あんまり 真に 見え ない 。 
 __label__9, >> 357 エルナ さん ＞ 寡黙 に 狼 が いる と 仮定 し て いる わけ で は ない の です 。 「 仮定 せ ね ば なら ない の です 」 。 多弁 組 から 黒 決め 打ち 出来 て いる なら 、 そんな ことし ませ ん よ 。 でも 狼 は わざわざ 化けの皮 は が し て くれ ない です し 、 うまい 人 は 発言 を 読ん で も なかなか 黒 要素 拾え ない ん です よ 。 多弁 に も いる かも しれ ない 、 寡黙 に も いる かも しれ ない … 分から ない から 、 全く 情報 を 落とし て くれ ない 寡黙 を 無視 でき ない ん です よ 。 
 __label__5, 発表 順 は 【 ヨアヒム → パメラ → カタリナ → ペーター 】 投票 ぶれ すぎ て もう 。 襲撃 トマ でも う 。 
 __label__4, 【 エルナ さん は 白 でし た 】 
 __label__7, トーマス ！ ！ クララ ！ ！ 墓 下 で まったり イチャイチャ し て くれ 。 つ 【 かんぱん 】 しかし … なんで トーマス 襲撃 だっ た ん だろ う な ？ 狩 臭 で も 出し て た か ？ 後で 発言 拾っ て みる か … oO ( 誰 か ～ 発言 拾い やすい ツール 教え て 下さい orz ) しか し 、 投票 が なんか 凄い な ； 
 __label__7, すみません 、 色々 混乱 し て ます 。 とりあえず クララ さん と トーマス さん の 冥福 を 祈っ て 、 アーメン 。 ざっと 見 です が 私 へ の 質問 は ディーター さん から のみ 、 ▼ ● 希望 は 提出 済み で いい ん です よ ね ？ あと 、 票 ごめんなさい 。 発言 と 同時に 変更 だ と 投票 先 は 変更 さ れ ない ん でしょ う か ？ 自殺 票 に し て しまっ た かも しれ ない です 。 
 __label__7, ああ ！ 間に合わ なかっ た ！ 本当に 申し訳 ない 。 急い で 議事 録 を 読み返し て 来る よ 。 
 __label__4, 取り急ぎ 占 結果 だけ 。 【 エルナ は 人 狼 でし た 】 寝る 前 に 来れ たら また 来 ます 。 
 __label__4, 言霊 は プラズマ の よう に みえる みたい な の です よ ？ さて 、 めそ ぷよ 1 号 に この プラズマ を 食べ て もらい ましょ う … … 毛 の 色 は 白 です か 【 クララ さん は 人間 だっ た の です 】 
 __label__9, 昨日 は 何とか 間に合っ た よう で 本当に 安心 し まし た 。 皆さん 、 考え直し て くれ て ありがとう ござい ます 。 私 も 頑張っ て いこ う と 思い ます 。 とりあえず 【 エルナ の 斑 確認 】 。 【 クララ の 片 白 確認 】 。 ペーター さん は 今日 も 更新 時間 に は 来 られ ない ん でしょ う か ？ 流石 に ここ まで スルー さ れる と もう 、 どう し たら よい もの か … … 。 今日 は 疲れ た ので もう 寝 ます 。 　 つ 【 メロン パン 】 。 夜食 に どうぞ 。 
 __label__1, 【 クラ ラン 人間 確認 】 【 パメラ 偽 確認 し まし た ー 。 】 トーマス 襲撃 は 私 に 黒 出す ため の 布石 か な 。 私 の トーマス 黒 視 → トーマス 襲撃 → 狂人 へ の 黒 だし の 暗示 に みえる わ ー 。 おととい 即 対抗 し なかっ た の が 気 に は なる けど ね … 
 __label__7, 【 服 の 班 判定 確認 】 【 樵 襲撃 確認 】 です 。 年 の 判定 は もう少し 待た ね ば なら ない でしょ う か … 。 トマ さん 襲撃 です か … 。 狩人 狙い でしょ う か 。 ロラ 協力 なんて してやら ない と の 意思 表示 でしょ う か 。 正直 灰 が 狭まっ た ＆ 能力 者 破壊 が なかっ た ので 正直 有難い です 。 はい 、 私 昨日 から ひどい です ね 。 トマ さん 、 クララ さん お疲れ様 です 。 。 o ( 私 に も ツール 教え て 欲しい です ねぇ ) 
 __label__1, しまっ た 、 クラ ラン 人間 じゃ なく て 片 白 じゃん 。 パメラ に 気 を とら れ すぎ た で ござる 。 あ 、 あと 投票 は 発言 で 忙しくっ て 自分 セット でし た 。 ニコラス は い つ セット し た ん だろ う ねー って 邪推 を し つつ オットー から メロン パン を 頂い て また 夜中 に ー 。 
 __label__7, 昨日 は 能力 者 さん の 発言 が 増え て 嬉しかっ た です 。 ありがとう ござい ます 。 けど 、 努力 を 踏みにじる よう な 発言 し て 、 ごめんなさい 。 これ だけ は 、 敵 味方 関係 なく 、 申し訳 ない という 気持ち を 伝え たかっ た です 。 オト さん の メロン パン 頂き ながら 読み返し て き ます 。 もぐもぐ … 
 __label__5, 「 議題 」 議題 外 で は 質疑 応答 ・ 灰 考察 に 喉 を 。 襲撃 考察 は 狩 透け 防止 に 能力 者 のみ を 推奨 。 発言 が 少ない ところ に は 質問 を 飛ばし て いく と よい ぞ 。 まあ ペタ 待ち か の ？ ■ 1 . 占い 希望 第 一 第 二 と 理由 を 添え て ■ 2 . 吊り 希望 第 一 第 二 と 理由 を 添え て .......( 3 ) が 多数 に なり そう な 案 について は 別枠 で いい ので 希望 を 出し て ほしい 。 ■ 3 . 吊り 方針 は ？[ 服 → ライン 決 打 
 __label__9, 【 エルナ の 斑 確認 】 【 羊 の クララ 判定 確認 】 エルナ >> 410 ニコラス は 多分 … 俺 へ の 投票 な ん じゃ ない だろ う か ？ ？ なんで 俺 に 投票 し た の か 判ら ん が … 俺 は ちゃんと クララ に セット し た ぞ 。 oO ( 多分 ね 。 ） 今日 は もう 寝る か な 。 おやすみ ～ 。 
 __label__9, ふう 、 メロン パン 、 自分 も もらっ て 良い か な ？ 【 エルナ の パンダ 確認 】 【 クララ 片 白 確認 】 【 トマ 襲撃 】 確認 。 >> 410 昨日 吊 希望 を 出し た 時点 で セット し て い た よ 。 だから ペタ 票 は 自分 さ 。 いや 、 本当に 申し訳 ない 。 
 __label__1, 昨日 私 の 質問 に 答え て くださっ た 方 、 ありがとう ござい ます 。 少し ずつ 咀嚼 し て ます 。 >> 349 なるほど 。 対抗 予測 でき た の です ね 。 「 やっぱり 対抗 出 た か ー 」 → 「 しっかり 議事 録 読ん で こよ う 」 → 「 本当は 真 占 な ん です よ 」 　 … うーん 。 考え あっ て の 溜め CO なら わかる の です が そう で ない と 仰っ て ます し 。 あと 、 >> 173 の 「 この まま 他 に 占 が 出 なけれ ば 」 が 、 他 人事 に 聞こえ ます 。 パメラ さん 自身 が 占 なら ば 、 
 __label__1, 「 出 なけれ ば 」 という 仮定 は 生まれる はず あり ませ ん 。 あと 、 「 他 に 」 です か ？ 「 自分 が 」 で は なく て ？ CO 時期 で 色々 言う の は 控え たい です が 、 後者 の 発言 は ひっかかり ます 。 ★ パメラ さん >> 350 ＞ 狼 は 表 で の 発言 が 少なく なら ない よう 気 を 使う こと が 多い です 。 です ので 「 発言 が 少ない ＝ 狼 」 は 理由 として 薄い です 。 他 に も 年 狼 の 要素 が あり ます か ？ ★ また 、 消去 法 で 青 狂 です が 、 青 の 発言 から 狂 要素 拾え ませ ん か ？ 
 __label__5, ★ リナ さん は 対抗 を どの よう に 見 て い ます か ？ ★ オト さん >> 365 ＞ その 興味深い 投票 結果 から 見え て くる もの を ぜひ 教え て 下さい 。 ジム さん >> 397 ＞ 私 の >> 166 で ジム さん に お 返事 し た の です が 、 その 回答 で 理解 でき た か 確認 し たかっ た ん です 。 ★ ジム さん 、 出来 たら 能力 者 考察 ・ 灰 考察 下さい 。 
 __label__1, □ 希望 前 に 占 考察 青 ： 1 d 2 d とも に 占 結果 発表 が 早い です 。 どちら も 白 出し 。 本日 の ● 服 は 、 狂人 だっ たら 黒 出す か 白出 すか 迷う と 思い ます 。 でも 即 白 出し 。 2 連 ちゃん で 白 出し 。 青 狂 だっ たら 、 狼 さん 「 ちょ w お ま ww 」 な 気分 じゃ ない でしょ う か 。 非 狂 寄り ( 理由 薄い です か ね 。 白 出し 黒 出し で の 占 考察 、 少し 苦手 です 。 もし 穴 が あっ たら 教え て 下さい ) 
 __label__1, 娘 ： あの 順番 (【 能力 者 4 人 の 中 で 最後 の CO の こと 】 ) で 、 ため て 占 CO する 狂人 が いる と は 考え られ ない ので 非 狂 です 。 以上 から 占 内訳 [ 真 狼 ] 寄り です 。 ( 年 狂 考察 も 後押し です ね ) どちら が 狼 か … 。 上記 パメラ さん の 返答 待ち です 。 青 の 発言 も 無難 すぎ て … 何 から 手 を つけ て いい やら 。 どなた か 青 の 偽 要素 あっ たら 教え て 下さい 。 眠い です 。 寝 ます 。 
 __label__4, すいません 、 戻っ て き まし た 。 トーマス さん ご 冥福 お祈り し ます 。 狩 と 睨ん で の こと でしょ う か ？ それ と 【 クララ さん は ○ です 。 】 
 __label__9, ☆ 者 　 どの よう に ・ ・ ・ と は 。 対抗 は 対抗 です 、 中身 は わから ない です けど 。 狼 寄り に は み て い ます 。 余談 です が 、 霊 は 対抗 が でる と 村 に 落とせる 情報 が ほっと ん ど なくなっ て しまう の です よ ね 、 悲しい もの です 。 
 __label__9, 眠れ ない です … orz ペタ 君 の ○ は 人間 という こと で よろしい の でしょ う か … 。 きっと そう です よ ね 。 【 書 の 人間 判定 確認 】 うーん … 。 狼 引け なかっ た です か 。 残念 です 。 割ら なかっ た 理由 は 何 でしょ う … 。 ★ リナ さん ＞ どんな ところ が 年 狼 と 思い ます か ？ 
 __label__9, >> 422 あ 、 すいません この 村 で は ちゃんと 書い た 方 が よかっ た です ね 。 ○ が 人間 で ● が 狼 って こと です ね 。 
 __label__9, 【 クララ の 白 判定 確認 】 寡黙 吊り じゃ 仕方 無し か 。 クララ は 疑っ て しまっ て すまん かっ た のう 。 ／| 青 娘 年 羊 | 老 | 服 | 神 者 屋 旅 兵 |† 書 樵 3 d | 占 占 霊 霊 | 白 | 斑 | 灰 灰 灰 灰 灰 |† 白白 
